cik,entityName
102037,UNIVERSAL CORPORATION
102109,UNIVERSAL SECURITY INSTRUMENTS INC
102198,CALMARE THERAPEUTICS INC
102212,UNIVEST FINANCIAL CORPORATION
102379,URS CORP /NEW/
102729,"Valmont Industries, Inc."
102741,VALSPAR CORP
102752,VSE CORPORATION
103096,TRC COMPANIES INC /DE/
103145,VEECO INSTRUMENTS INC.
103379,V. F. CORPORATION
103595,"VILLAGE SUPER MARKET, INC."
103730,"Vishay Intertechnology, Inc."
103872,"VOLT INFORMATION SCIENCES, INC."
103884,ALEXANDERS J CORP
104169,WALMART INC.
104207,WALGREEN CO
104777,"ALTEVA, INC."
104819,WASHINGTON GAS LIGHT CO
104889,GRAHAM HOLDINGS CO
104894,ELME COMMUNITIES
104897,"WSI INDUSTRIES, INC."
104918,AVISTA CORPORATION
105016,"WATSCO, INC."
105076,WAUSAU PAPER CORP.
105132,WD-40 COMPANY
105319,"WW INTERNATIONAL, INC."
105418,"WEIS MARKETS, INC"
105608,AG&E HOLDINGS INC.
105634,"EMCOR Group, Inc."
105744,"NEW CONCEPT ENERGY, INC."
105770,"WEST PHARMACEUTICAL SERVICES, INC."
106040,WESTERN DIGITAL CORPORATION
106311,"CATALYST RESOURCE GROUP, INC."
106455,WESTMORELAND COAL CO
106532,"WEYCO GROUP, INC."
106535,WEYERHAEUSER COMPANY
106618,HANDY & HARMAN LTD.
106640,WHIRLPOOL CORP /DE/
106926,WHITNEY HOLDING CORP
107140,"JOHN WILEY & SONS, INC."
107263,"WILLIAMS COMPANIES, INC."
107681,WINN DIXIE STORES INC
107687,"WINNEBAGO INDUSTRIES, INC."
107815,WISCONSIN ELECTRIC POWER COMPANY
107833,WISCONSIN PUBLIC SERVICE CORPORATION
108312,"WOODWARD, INC."
108385,WORLD ACCEPTANCE CORP
108516,"WORTHINGTON INDUSTRIES, INC"
108772,XEROX CORP
108985,YORK WATER CO
109156,ZALE CORP
109177,"Spectrum Brands Holdings, Inc."
109198,"The TJX Companies, Inc."
109380,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION"
109471,AEROSONIC CORP /DE/
109563,"APPLIED INDUSTRIAL TECHNOLOGIES, INC."
109657,"GT BIOPHARMA, INC."
109758,ARBITRON INC
110019,Northwest Pipeline LLC
110027,LEAP TECHNOLOGY INC / DE
110104,NORTHERN ILLINOIS GAS CO /IL/ /NEW/
110430,FRONTIER OIL CORP /NEW/
110471,WOLVERINE WORLD WIDE INC /DE/
110536,NATIONAL TECHNICAL SYSTEMS INC /CA/
110621,RPM INTERNATIONAL INC/DE/
200155,"COLORADO INTERSTATE GAS COMPANY, L.L.C."
200406,Johnson & Johnson
201461,CITY NATIONAL CORP
201779,EXCALIBUR INDUSTRIES
202058,"L3HARRIS TECHNOLOGIES, INC."
202947,"CAPITAL PROPERTIES, INC."
203077,ST JUDE MEDICAL INC
203248,SOUTHERN UNION CO
203527,VARIAN MEDICAL SYSTEMS INC
203596,"WESBANCO, INC."
205402,"GRAYBAR ELECTRIC COMPANY, INC."
215419,CHECKPOINT SYSTEMS INC
215466,"Coeur Mining, Inc."
216039,GRUBB & ELLIS CO
216085,"HAVERTY FURNITURE COMPANIES, INC"
216228,ITT INC.
216324,IMAGE ENTERTAINMENT INC
216539,MEDIA GENERAL INC
216877,"PISMO COAST VILLAGE, INC"
217346,Textron Inc.
225051,ARDEN GROUP INC
225211,"Touchpoint Group Holdings, Inc."
225263,NEWPORT CORP
225628,"PASSUR AEROSPACE, INC."
225648,COVANTA HOLDING CORP
225789,REAL ESTATE ASSOCIATES LTD/CA
230211,FEDERAL EXPRESS CORP
230498,ROCK-TENN CO
230557,"SELECTIVE INSURANCE GROUP, INC"
275053,"NATURE’S SUNSHINE PRODUCTS, INC."
275119,BAYLAKE CORP
275880,Parsons Corporation
276209,CONNECTICUT WATER SERVICE INC / CT
276283,EVANS & SUTHERLAND COMPUTER CORP
276720,PURE CYCLE CORPORATION
276750,AMBER RESOURCES CO OF COLORADO
277058,NEVADA GOLD & CASINOS INC
277135,"W.W. Grainger, Inc."
277375,DELTA NATURAL GAS CO INC
277509,FEDERAL SIGNAL CORPORATION
277595,ENERGEN CORP
277638,THE DAVEY TREE EXPERT COMPANY
277905,"AMERICAN RETAIL GROUP, INC."
277924,CREDO PETROLEUM CORP
277928,"TII NETWORK TECHNOLOGIES, INC."
277948,CSX CORPORATION
278041,INTERNATIONAL SHIPHOLDING CORP
278128,CENTURY PROPERTIES FUND XIV
278130,PIER 1 IMPORTS INC/DE
278165,OMNIQ Corp.
278166,CAVCO INDUSTRIES INC.
310056,VICON INDUSTRIES INC /NY/
310142,Sensient Technologies Corp
310158,"Merck & Co., Inc."
310354,STANDEX INTERNATIONAL CORP/DE/
310522,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE
310568,MICROSEMI CORP
310764,STRYKER CORP
310826,PROTECTIVE LIFE INSURANCE CO
311094,WESTAMERICA BANCORPORATION
311471,APCO OIL & GAS INTERNATIONAL INC
311817,HMG COURTLAND PROPERTIES INC
312065,FLORIDA GAMING CORP
312257,"INNOVATIVE FOOD HOLDINGS, INC."
313143,HAEMONETICS CORPORATION
313151,SADDLEBROOK RESORTS INC
313337,TRI CITY BANKSHARES CORP
313353,"PARADIGM HOLDINGS, INC"
313478,"HKN, INC."
313616,DANAHER CORPORATION
313716,HARDINGE INC
313927,"CHURCH & DWIGHT CO., INC."
314197,GO EZ CORP
314203,MCEWEN MINING INC.
314227,"TOMI ENVIRONMENTAL SOLUTIONS, INC."
314237,REAL ESTATE ASSOCIATES LTD II
314489,FIRST BUSEY CORPORATION
314606,GEOKINETICS INC
314690,CENTURY PROPERTIES FUND XV
314712,"BOOMERANG SYSTEMS, INC."
314741,REEVES TELECOM LTD PARTNERSHIP
314808,Valaris Limited
315131,PHX MINERALS INC.
315189,DEERE & CO
315213,ROBERT HALF INC.
315261,TEXAS VANGUARD OIL CO
315293,Aon plc
315374,"HURCO COMPANIES, INC."
315449,UQM TECHNOLOGIES INC
315545,"PROVECTUS BIOPHARMACEUTICALS, INC."
315709,INTERNATIONAL BANCSHARES CORPORATION
315849,SOUTHWEST GEORGIA FINANCIAL CORP
315852,RANGE RESOURCES CORPORATION
315858,BLUEGREEN VACATIONS HOLDING CORPORATION
315958,"CreditRiskMonitor.com, Inc."
316028,KENT FINANCIAL SERVICES INC
316206,"STARWOOD HOTEL & RESORTS WORLDWIDE, INC"
316253,ENZO BIOCHEM INC
316300,EXCO RESOURCES INC
316709,SCHWAB CHARLES CORP
316736,FIELDPOINT PETROLEUM CORP
316793,INTERNATIONAL RECTIFIER CORP /DE/
317340,MIKROS SYSTEMS CORP
317540,"COCA-COLA CONSOLIDATED, INC."
317771,TELLABS INC
317788,"DIGITAL TURBINE, INC."
317889,"BULOVA TECHNOLOGIES GROUP, INC."
318154,AMGEN INC
318299,"SPARTA COMMERCIAL SERVICES, INC."
318300,PEOPLES BANCORP INC.
318306,ABEONA THERAPEUTICS INC.
318346,TASA PRODUCTS LTD
318508,NATIONAL PROPERTY INVESTORS 4
318622,GLOBAL HEALTH VOYAGER INC
318673,Security National Financial Corporation
318833,"TEAM, INC."
318835,DSI REALTY INCOME FUND VI
318986,REAL ESTATE ASSOCIATES LTD III
318996,KEY ENERGY SERVICES INC
319016,"Fuse Medical, Inc."
319156,CUBIC ENERGY INC
319200,REGENT TECHNOLOGIES INC
319201,KLA CORP
319240,IRIS INTERNATIONAL INC
319458,Enservco Corporation
319671,GLOBAL GOLD CORP
319687,"UNITED AIRLINES, INC."
319815,MAXWELL TECHNOLOGIES INC
320017,"LISATA THERAPEUTICS, INC."
320121,TELOS CORPORATION
320174,PERSEON CORP
320187,"NIKE, Inc."
320193,Apple Inc.
320335,GLOBE LIFE INC.
320340,CORECARD CORPORATION
320345,MICROS SYSTEMS INC
320387,FIRST M&F CORP/MS
320431,"UNIFIED GROCERS, INC."
320575,Pioneer Energy Services LLC
350077,WMS INDUSTRIES INC /DE/
350199,CACHE INC
350403,PHI INC
350563,TECO ENERGY INC
350644,LATTICE INC
350698,"AUTONATION, INC."
350737,"OCEAN BIO-CHEM, INC"
350797,EATON VANCE CORP
350832,AMERICAN PACIFIC CORP
350846,SUPREME INDUSTRIES INC
350852,COMMUNITY TRUST BANCORP INC /KY/
350868,"ITERIS, INC."
350894,SEI INVESTMENTS COMPANY
350907,THORATEC CORP
350917,EMULEX CORP /DE/
351017,"AUTOINFO, INC"
351077,"CITIZENS REPUBLIC BANCORP, INC."
351231,DAWSON GEOPHYSICAL CO
351346,BIOMET INC
351397,DETONICS SMALL ARMS LTD
351569,AMERIS BANCORP
351789,ELECTRO SENSORS INC
351817,"SILVERBOW RESOURCES, INC."
351834,SUNOPTA INC.
351902,THERMODYNETICS INC
351903,EPOCH HOLDING CORP
351931,CENTURY PROPERTIES FUND XVI
351998,DATA I/O CORPORATION
352363,KATE SPADE & CO
352541,ALLIANT ENERGY CORP
352736,ALLSTATE LIFE INSURANCE CO
352747,UNIGENE LABORATORIES INC
352825,L.B. Foster Company
352915,"UNIVERSAL HEALTH SERVICES, INC."
352955,"CKX Lands, Inc."
352991,"ADVANCED OXYGEN TECHNOLOGIES, INC."
352998,"TELIGENT, INC."
353020,AEGION CORPORATION
353184,"Air T, Inc."
353191,NORTH VALLEY BANCORP
353230,OMNICARE INC
353386,SOUTHEASTERN BANKING CORP
353394,"LEIDOS, INC."
353569,QUIDEL CORPORATION
353681,ANV SECURITY GROUP INC.
353944,INTERNATIONAL GAME TECHNOLOGY
354190,ARTHUR J. GALLAGHER & CO.
354260,SOFTECH INC
354521,CAPITAL REALTY INVESTORS LTD
354567,GLEN ROSE PETROLEUM CORP
354647,CVB FINANCIAL CORP.
354655,BOLT TECHNOLOGY CORP
354706,FIRST PULASKI NATIONAL CORP
354707,"HAWAIIAN ELECTRIC INDUSTRIES, INC."
354813,INTERNATIONAL LOTTERY & TOTALIZATOR SYSTEMS INC
354869,FIRSTMERIT CORP /OH/
354908,FLIR SYSTEMS INC
354950,"HOME DEPOT, INC."
354963,SHENANDOAH TELECOMMUNICATIONS COMPANY
354964,HSBC FINANCE CORP
355019,FONAR CORPORATION
355356,IMPERIAL PETROLEUM INC
355379,MIDWEST HOLDING INC.
355429,PROTECTIVE LIFE CORP
355573,REAL ESTATE ASSOCIATES LIMITED IV
355627,CTI GROUP HOLDINGS INC
355637,NATIONAL PROPERTY INVESTORS 5
355766,HALLWOOD GROUP INC
355777,LOJACK CORP
355804,CONSOLIDATED CAPITAL PROPERTIES IV
355811,GENTEX CORPORATION
355948,"RICHARDSON ELECTRONICS, LTD."
355999,ESSENDANT INC
356028,"CA, INC."
356037,CSP Inc
356080,BELO CORP
356130,EMC INSURANCE GROUP INC
356171,TriCo Bancshares
356213,PINNACLE ENTERTAINMENT INC.
356292,NEXT GENERATION MANAGEMENT CORP.
356309,NEW JERSEY RESOURCES CORPORATION
356472,CENTURY PROPERTIES FUND XVII
356590,"GLOBAL TECH INDUSTRIES GROUP, INC."
356591,NEUROLOGIX INC/DE
356870,"ZONZIA MEDIA, INC."
357001,TRIMEDYNE INC
357020,XCERRA CORP
357097,"FIBROCELL SCIENCE, INC."
357108,ISC8 INC. /DE
357173,OLD SECOND BANCORP INC
357264,PACIFIC CAPITAL BANCORP /CA/
357294,HOVNANIAN ENTERPRISES INC
357301,TRUSTCO BANK CORP NY
700564,FULTON FINANCIAL CORP
700565,"FIRST MID BANCSHARES, INC."
700721,AMERICAN MEDICAL ALERT CORP
700733,NATIONAL PENN BANCSHARES INC
700764,"VICTORY OILFIELD TECH, INC."
700815,ADINO ENERGY CORP
700841,"RCM TECHNOLOGIES, INC."
700863,SUSQUEHANNA BANCSHARES INC
700890,ASHERXINO CORP
700923,MYR GROUP INC.
701221,CIGNA CORP
701288,Atrion Corporation
701345,US AIRWAYS GROUP INC
701347,CENTRAL PACIFIC FINANCIAL CORP
701374,Six Flags Entertainment Corporation
701719,ENVELA CORPORATION
701811,MENTOR GRAPHICS CORP
701853,BANCORPSOUTH INC
701869,INDEPENDENCE HOLDING CO
701985,"BATH & BODY WORKS, INC."
702165,NORFOLK SOUTHERN CORPORATION
702325,"First Midwest Bancorp, Inc."
702513,Bank of Commerce Holdings
703329,FIRST FARMERS & MERCHANTS CORP
703339,"CAPITAL GROUP HOLDINGS, INC."
703351,"BRINKER INTERNATIONAL, INC."
703360,LSI CORP
703361,INTEGRATED DEVICE TECHNOLOGY INC
703604,"DISTRIBUTION SOLUTIONS GROUP, INC."
703699,SOUTHERN MICHIGAN BANCORP INC
703901,VIROPRO INC
704051,"LEGG MASON, INC."
704159,VBI VACCINES INC.
704165,REALMARK PROPERTY INVESTORS LTD PARTNERSHIP II
704172,"PHI GROUP, INC"
704366,"WOD RETAIL SOLUTIONS, INC."
704384,BIOVEST INTERNATIONAL INC
704415,"TIVITY HEALTH, INC."
704432,HYDROMER INC
704440,"KORU MEDICAL SYSTEMS, INC."
704532,ONTO INNOVATION INC.
704561,UNITED BANCORPORATION OF ALABAMA INC
704562,"AVID BIOSERVICES, INC."
705432,"SOUTHSIDE BANCSHARES, INC."
705752,CENTURY PROPERTIES FUND XIX
706129,"HORIZON BANCORP, INC."
706688,AARON'S INC
706698,UTAH MEDICAL PRODUCTS INC
706863,"UNION BANKSHARES, INC."
706874,PALMETTO BANCSHARES INC
707179,Old National Bancorp
707388,"Star Equity Holdings, Inc."
707511,"REGENERX BIOPHARMACEUTICALS, INC."
707549,LAM RESEARCH CORPORATION
707604,BRITTON & KOONTZ CAPITAL CORP
707605,AMERISERV FINANCIAL INC /PA/
707674,FACT CORP
707855,PRINCETON NATIONAL BANCORP INC
707886,UNITED COMMUNITY FINANCIAL CORP
708717,"TAMIR BIOTECHNOLOGY, INC."
708781,"CASS INFORMATION SYSTEMS, INC."
708818,"NEXTGEN HEALTHCARE, INC."
708819,MCDERMOTT INTERNATIONAL INC
708821,PAR TECHNOLOGY CORPORATION
708850,DIONEX CORP /DE
708870,NATIONAL PROPERTY INVESTORS 6
708955,FIRST FINANCIAL BANCORP /OH/
709005,"NOBLE ROMAN’S, INC."
709283,QUANTUM CORP /DE/
709337,FARMERS NATIONAL BANC CORP.
709804,STEEL EXCEL INC.
710507,"FIRST BANKS, INC"
710782,"Liaoning Shuiyun Qinghe Rice Industry Co., Ltd."
710846,"FUSHI COPPERWELD, INC."
711034,"THUNDER MOUNTAIN GOLD, INC."
711065,APPLIED MICRO CIRCUITS CORP
711213,DEL TACO RESTAURANT PROPERTIES I
711377,NEOGEN CORPORATION
711404,"The Cooper Companies, Inc."
711477,KIEWIT ROYALTY TRUST
711513,BOEING CAPITAL CORP
711665,"GADSDEN PROPERTIES, INC."
711669,"COLONY BANKCORP, INC."
711772,CAMBRIDGE BANCORP
712034,ACCO Brands Corporation
712515,ELECTRONIC ARTS INC.
712534,FIRST MERCHANTS CORP
712537,FIRST COMMONWEALTH FINANCIAL CORP /PA/
712770,"ONE LIBERTY PROPERTIES, INC."
712771,"ConnectOne Bancorp, Inc."
713002,FLOW INTERNATIONAL CORP
713095,FARMERS CAPITAL BANK CORP
713275,PHARMOS CORP
713425,"AMERICAN SOFTWARE, INC."
713671,DNB FINANCIAL CORP /PA/
713676,"PNC Financial Services Group, Inc."
714256,SANARA MEDTECH INC.
714284,"SORL AUTO PARTS, INC."
714310,Valley National Bancorp
714311,INTERNATIONAL LEASE FINANCE CORP
714395,"German American Bancorp, Inc."
714530,NEWBRIDGE BANCORP
714562,FIRST FINANCIAL CORPORATION
714603,DST SYSTEMS INC
714712,JUNIATA VALLEY FINANCIAL CORP
714980,CITY NATIONAL BANCSHARES CORP
715072,RENASANT CORP
715073,WEGENER CORP
715446,"ANIXA BIOSCIENCES, INC."
715578,REAL ESTATE ASSOCIATES LTD VI
715579,ACNB CORPORATION
715787,INTERFACE INC
715788,"EVIO, INC."
715812,BIOSYNERGY INC
715957,"DOMINION ENERGY, INC."
716006,Yellow Corporation
716133,CINCINNATI BELL INC.
716314,GRAHAM CORP
716605,PENNS WOODS BANCORP INC
716634,"READING INTERNATIONAL, INC."
716643,Regis Corp
716688,MICROWAVE FILTER CO INC /NY/
716778,SPO GLOBAL INC
717059,WEST COAST BANCORP /NEW/OR/
717423,MURPHY OIL CORPORATION
717538,ARROW FINANCIAL CORPORATION
717588,"CHINA SOLAR & CLEAN ENERGY SOLUTIONS, INC."
717605,Hexcel Corporation
717720,VALUE LINE INC
717724,DRESS BARN INC
717806,FIRST US BANCSHARES INC
717954,UNIFIRST CORPORATION
718096,COSMO COMMUNICATIONS CORP
718332,"RAVE RESTAURANT GROUP, INC."
718396,VICON FIBER OPTICS CORP
718413,Community Bancorp./VT
718789,SHFL ENTERTAINMENT INC.
718877,"ACTIVISION BLIZZARD, INC."
718916,BURLINGTON COAT FACTORY WAREHOUSE CORP
718924,SPAN AMERICA MEDICAL SYSTEMS INC
718937,STAAR SURGICAL CO
719135,APYX MEDICAL CORPORATION
719152,INTEGRAL VISION INC
719164,SCHAWK INC
719184,CONSOLIDATED CAPITAL INSTITUTIONAL PROPERTIES 2
719209,ISRAMCO INC
719220,S&T BANCORP INC.
719264,FIRST CITIZENS BANCSHARES INC /TN/
719274,GIGA-TRONICS INC
719402,FIRST NATIONAL CORP /VA/
719413,HECLA MINING COMPANY
719494,"INRAD OPTICS, INC."
719581,DSI REALTY INCOME FUND VII
719731,HERITAGE BANKSHARES INC /VA
719733,KEY TRONIC CORP
719739,SVB FINANCIAL GROUP
719866,ARCTIC CAT INC
719955,"WILLIAMS-SONOMA, INC."
720002,MAINSOURCE FINANCIAL GROUP
720005,"RAYMOND JAMES FINANCIAL, INC."
720154,"INOTIV, INC."
720392,"ANGELES PARTNERS XII, LP"
720500,"AMTECH SYSTEMS, INC."
720672,STIFEL FINANCIAL CORP
720762,NON INVASIVE MONITORING SYSTEMS INC /FL/
720858,INVESTORS TITLE CO
720875,Dynatronics Corporation
721083,SMITH INTERNATIONAL INC
721371,"Cardinal Health, Inc."
721447,CCA INDUSTRIES INC
721683,TOTAL SYSTEM SERVICES INC
721693,SMART POWERR CORP.
721994,LAKELAND FINANCIAL CORPORATION
722077,AMC ENTERTAINMENT INC
722104,SAVIENT PHARMACEUTICALS INC
722256,HUDSON VALLEY HOLDING CORP
722313,NORTECH SYSTEMS INCORPORATED
722392,PLANAR SYSTEMS INC
722572,FRANKLIN WIRELESS CORP.
722648,REAL ESTATE ASSOCIATES LTD VII
722723,"HANGER, INC."
722830,IMMUNOMEDICS INC
722833,CAPITAL REALTY INVESTORS III LTD PARTNERSHIP
723125,"Micron Technology, Inc."
723188,"COMMUNITY BANK SYSTEM, INC."
723254,Cintas Corp
723269,"IRONSTONE PROPERTIES, INC."
723458,STATE BANCORP INC
723531,"Paychex, Inc."
723533,LONGWEN GROUP CORP.
723594,FIRST CENTURY BANKSHARES INC
723603,CULP INC
723612,"Avis Budget Group, Inc."
723646,FRANKLIN FINANCIAL SERVICES CORPORATION
723733,"MULTI SOLUTIONS II, INC"
724004,MESA LABORATORIES INC /CO
724267,PHAZAR CORP
724445,BURZYNSKI RESEARCH INSTITUTE INC
724571,FREDS INC
724606,PANERA BREAD CO
724742,TRINITY PLACE HOLDINGS INC.
724910,NVE CORP
724915,"SEN YU INTERNATIONAL HOLDINGS, INC."
724941,MERISEL INC /DE/
725363,CEL-SCI CORPORATION
725394,DALRADA FINANCIAL CORPORATION
725537,SECURITY CAPITAL CORP/MS
725876,FUNCTION(X) INC.
725929,"B2Digital, Incorporated"
726037,"WINDGEN ENERGY, INC."
726293,"NEWBRIDGE GLOBAL VENTURES, INC."
726435,"APOLLO SOLAR ENERGY, INC."
726513,TRIBUNE MEDIA CO
726514,ELECTRO SCIENTIFIC INDUSTRIES INC
726516,"Direct Investment Holdings Group, Inc."
726517,MERCHANTS BANCSHARES INC
726601,"Capital City Bank Group, Inc."
726728,REALTY INCOME CORPORATION
726854,CITY HOLDING COMPANY
726865,THE LINCOLN NATIONAL LIFE INSURANCE COMPANY
726958,"CASEY’S GENERAL STORES, INC."
727207,"ACCELERATE DIAGNOSTICS, INC."
727273,CADIZ INC
727346,"Selectis Health, Inc."
727510,"Enzon Pharmaceuticals, Inc."
727538,APACHE OFFSHORE INVESTMENT PARTNERSHIP
727634,iSign Solutions Inc.
727672,SPECTRASCIENCE INC
727892,RIVERSOURCE LIFE INSURANCE COMPANY
727920,Equitable Financial Life Insurance Company
728249,INTERPHASE CORP
728303,COAST DISTRIBUTION SYSTEM INC
728331,SUTRON CORP
728385,MIDWEST ENERGY EMISSIONS CORP.
728387,"Perspective Therapeutics, Inc."
728391,"IPALCO ENTERPRISES, INC."
728447,"EVO Transportation & Energy Services, Inc."
728478,KENT INTERNATIONAL HOLDINGS INC
728535,"J.B. HUNT TRANSPORT SERVICES, INC."
729156,PEOPLES EDUCATIONAL HOLDINGS
729237,PARKWAY PROPERTIES INC
729580,BEL FUSE INC /NJ
729986,UNITED BANKSHARES INC/WV
730000,SUPERTEX INC
730255,CalAmp Corp.
730263,"THOR Industries, Inc."
730272,REPLIGEN CORP
730349,Tofutti Brands Inc.
730464,Adtalem Global Education Inc.
730669,"FCCC, Inc."
730708,Seacoast Banking Corporation of Florida
730716,ZYGO CORP
730729,GENESIS SOLAR CORP
731012,"HEALTHCARE SERVICES GROUP, INC."
731122,CCFNB BANCORP INC
731245,PRESIDENTIAL REALTY CORP/DE/
731288,PACCAR FINANCIAL CORP
731653,"UNITED BANCORP, INC"
731657,SPIRE CORP
731766,UnitedHealth Group Incorporated
731802,Atmos Energy Corp
731859,AMPAL-AMERICAN ISRAEL CORP
731939,TEMPLE INLAND INC
732026,TRIO-TECH INTERNATIONAL
732412,MULTIBAND CORP
732417,Hills Bancorporation
732485,GENZYME CORP
732712,Verizon Communications Inc.
732717,AT&T INC.
732834,"CONTINENTAL RESOURCES, INC"
733076,Brighthouse Life Insurance Company
733269,"LiveRamp Holdings, Inc."
733337,"PwrCor, Inc."
733590,"TRANSCONTINENTAL REALTY INVESTORS, INC."
734543,"ALCO, INC."
736012,INTRUSION INC.
736772,CNB FINANCIAL CORP/PA
736822,IMMUCOR INC
737207,"ADHERA THERAPEUTICS, INC."
737210,LNB BANCORP INC
737300,COVER ALL TECHNOLOGIES INC
737468,Washington Trust Bancorp Inc
737758,THE TORO COMPANY
737875,FIRST KEYSTONE CORPORATION
738214,"AEMETIS, INC"
739421,"CITIZENS FINANCIAL SERVICES, INC."
739608,PENFORD CORP
739708,"IHEARTCOMMUNICATIONS, INC."
739878,"KID BRANDS, INC"
739944,MEDTOX SCIENTIFIC INC
740156,CENTURY PROPERTIES GROWTH FUND XXII
740260,"Ventas, Inc."
740371,CAPITAL REALTY INVESTORS IV LIMITED PARTNERSHIP
740571,NVCN CORP
740663,THE FIRST OF LONG ISLAND CORPORATION
740664,R F INDUSTRIES LTD
740670,MICHAELS STORES INC
740694,KAYDON CORP
740726,BROADCAST INTERNATIONAL INC
740761,BUCYRUS INTERNATIONAL INC
740806,F&M BANK CORP.
740942,TOWER BANCORP INC
740971,OLD POINT FINANCIAL CORP
741114,"ISATORI, INC."
741508,"NV ENERGY, INC."
741516,AMERICAN NATIONAL BANKSHARES INC.
741815,HOOPER HOLMES INC
742112,INVACARE HOLDINGS CORPORATION
742126,"US ECOLOGY HOLDINGS, INC."
742278,"RPC, INC."
743238,"SHYFT GROUP, INC."
743316,"MAXIM INTEGRATED PRODUCTS, INC."
743366,DSI REALTY INCOME FUND VIII
743367,BAR HARBOR BANKSHARES
743758,"AiAdvertising, Inc."
743870,RANCON REALTY FUND IV
743988,"XILINX, INC."
744187,REX AMERICAN RESOURCES CORPORATION
744218,"CELLDEX THERAPEUTICS, INC."
744452,"Applied DNA Sciences, Inc."
744455,GREAT WEST LIFE & ANNUITY INSURANCE CO
744485,NORTHERN STATES FINANCIAL CORP /DE/
744825,AMERICAN SHARED HOSPITAL SERVICES
745308,The St. Joe Company
745538,HCW PENSION REAL ESTATE FUND LTD PARTNERSHIP
745543,"PETRO USA, INC."
745544,SUN LIFE ASSURANCE CO OF CANADA (U.S.)
745651,"ADVANCED BATTERY TECHNOLOGIES, INC."
745732,"Ross Stores, Inc."
745981,MIDSOUTH BANCORP INC
746210,"OBLONG, INC."
746514,New England Realty Associates Limited Partnership
746515,"EXPEDITORS INTERNATIONAL OF WASHINGTON, INC."
746598,BRADY CORP
746631,BRAVO ENTERPRISES LTD.
746838,UNISYS CORP
746967,DALECO RESOURCES CORP
747159,JMB 245 PARK AVENUE ASSOCIATES LTD
747540,SURGE COMPONENTS INC
747605,VERAMARK TECHNOLOGIES INC
748015,SEALY CORP
748268,"Red Cat Holdings, Inc."
748270,MEDICAL ACTION INDUSTRIES INC
748592,Eterna Therapeutics Inc.
748714,NPC INTERNATIONAL INC
748790,"GLOBAL CLEAN ENERGY HOLDINGS, INC."
749038,"CCUR HOLDINGS, INC."
749153,DEL TACO RESTAURANT PROPERTIES II
749251,"Gartner, Inc."
749647,"Imunon, Inc."
749660,iCAD INC
749872,BARRY R G CORP /OH/
749935,WINLAND ELECTRONICS INC
750004,"Light & Wonder, Inc."
750150,WESTBRIDGE RESEARCH GROUP
750199,"EPL OIL & GAS, INC."
750304,HOUSING PROGRAMS LTD
750556,SUNTRUST BANKS INC
750558,QNB Corp.
750574,"Auburn National Bancorporation, Inc."
750577,HANCOCK WHITNEY CORPORATION
750686,CAMDEN NATIONAL CORP
750813,SEITEL INC
751085,"MAGNETEK, INC."
751364,"NNN REIT, INC."
751365,VIRCO MFG. CORPORATION
751652,QUESTAR CORP
751978,VICOR CORPORATION
752294,ELECTRONIC SYSTEMS TECHNOLOGY INC
752431,NETWORK EQUIPMENT TECHNOLOGIES INC
752634,EARTH SEARCH SCIENCES INC
752642,"UMH PROPERTIES, INC."
752714,McGRATH RENTCORP
752902,LUCID INC
753048,"AXION INTERNATIONAL HOLDINGS, INC."
753224,CHINA NUTRIFRUIT GROUP LTD
753308,"NEXTERA ENERGY, INC."
753568,EXAR CORP
753772,MEDIZONE INTERNATIONAL INC
754673,SUFFOLK BANCORP
754737,SCANA CORP
754811,U S GLOBAL INVESTORS INC
754813,"HEALTHWAREHOUSE.COM, INC."
755001,UNITIL CORPORATION
755003,MATERIAL SCIENCES CORP
755806,"PONIARD PHARMACEUTICALS, INC."
756862,HIGHLANDS BANKSHARES INC /WV/
757011,USG CORP
757641,BNL FINANCIAL CORP
758004,NOVELL INC
758743,VIDEO DISPLAY CORPORATION
758938,QUALSTAR CORP
759458,CANANDAIGUA NATIONAL CORP
759718,BERKSHIRE BANCORP INC /DE/
759944,CITIZENS FINANCIAL GROUP INC/RI
759999,CENTENARY INTERNATIONAL CORP
760326,OUTDOOR CHANNEL HOLDINGS INC
760498,BancFirst Corporation
761034,"EC DEVELOPMENT, INC."
761648,"CEDAR REALTY TRUST, INC."
763293,FIRST COMMUNITY FINANCIAL CORP
763532,LSI Industries Inc.
763563,CHEMUNG FINANCIAL CORP
763744,LCI INDUSTRIES
763901,"POPULAR, INC."
763907,First United Corporation
763950,UNIVERSAL DETECTION TECHNOLOGY
764038,SOUTHSTATE CORP
764065,CLEVELAND-CLIFFS INC.
764180,"Altria Group, Inc."
764195,VBI Vaccines Inc/BC
764401,Insteel Industries Inc.
764402,"GREEN BANKSHARES, INC."
764478,"BEST BUY CO., INC."
764579,CAS MEDICAL SYSTEMS INC
764581,CNB CORP /SC/
764586,DSI REALTY INCOME FUND IX
764622,PINNACLE WEST CAPITAL CORPORATION
764630,SHOREPOWER TECHNOLOGIES INC.
764667,SIONIX CORP
764764,CATERPILLAR FINANCIAL SERVICES CORPORATION
764811,COMMUNITYONE BANCORP
764839,"PURESAFE WATER SYSTEMS, INC."
